Sample	MappedReadCount
RNA24_P33_M09_WK4_concoct.77_sub	23904
RNA24_P33_M09_WK4_concoct.78	139508
RNA24_P33_M09_WK4_concoct.7	201738
RNA24_P33_M09_WK4_concoct.82_sub	68889
RNA24_P33_M09_WK4_concoct.83	123440
RNA24_P33_M09_WK4_concoct.92_sub	35184
RNA24_P33_M09_WK4_concoct.95	174325
RNA24_P33_M09_WK4_maxbin.10	21057
RNA24_P33_M09_WK4_maxbin.11	125704
RNA24_P33_M09_WK4_maxbin.12_sub	39486
RNA24_P33_M09_WK4_maxbin.15_sub	138291
RNA24_P33_M09_WK4_maxbin.17	172138
RNA24_P33_M09_WK4_maxbin.21	10947
RNA24_P33_M09_WK4_maxbin.41	196766
RNA24_P33_M09_WK4_maxbin.54	12322
RNA24_P33_M09_WK4_metabat2.12	77558
RNA24_P33_M09_WK4_metabat2.16_sub	129451
RNA24_P33_M09_WK4_metabat2.47	17306
RNA24_P33_M09_WK4_metabat2.4_sub	258026
RNA24_P33_M09_WK4_metabat2.65	73746
RNA24_P33_M09_WK4_metabat2.80	65045
RNA24_P33_M09_WK4_metabat2.91	52792
RNA25_P19_M09_WK9_concoct.113	268375
RNA25_P19_M09_WK9_concoct.20	87533
RNA25_P19_M09_WK9_concoct.35	72662
RNA25_P19_M09_WK9_concoct.37_sub	115999
RNA25_P19_M09_WK9_concoct.38	612220
RNA25_P19_M09_WK9_concoct.41	30216
RNA25_P19_M09_WK9_concoct.48_sub	64922
RNA25_P19_M09_WK9_concoct.56	431167
RNA25_P19_M09_WK9_concoct.57	26175
RNA25_P19_M09_WK9_concoct.58	263124
RNA25_P19_M09_WK9_concoct.60	235960
RNA25_P19_M09_WK9_concoct.68	639755
RNA25_P19_M09_WK9_concoct.69	293249
RNA25_P19_M09_WK9_concoct.74	76686
RNA25_P19_M09_WK9_concoct.77_sub	73658
RNA25_P19_M09_WK9_concoct.78	243649
RNA25_P19_M09_WK9_concoct.7	362282
RNA25_P19_M09_WK9_concoct.82_sub	121375
RNA25_P19_M09_WK9_concoct.83	135368
RNA25_P19_M09_WK9_concoct.92_sub	95696
RNA25_P19_M09_WK9_concoct.95	254939
RNA25_P19_M09_WK9_maxbin.10	14100
RNA25_P19_M09_WK9_maxbin.11	271749
RNA25_P19_M09_WK9_maxbin.12_sub	34619
RNA25_P19_M09_WK9_maxbin.15_sub	235766
RNA25_P19_M09_WK9_maxbin.17	352614
RNA25_P19_M09_WK9_maxbin.21	19852
RNA25_P19_M09_WK9_maxbin.41	409868
RNA25_P19_M09_WK9_maxbin.54	22190
RNA25_P19_M09_WK9_metabat2.12	50188
RNA25_P19_M09_WK9_metabat2.16_sub	206006
RNA25_P19_M09_WK9_metabat2.47	32502
RNA25_P19_M09_WK9_metabat2.4_sub	484642
RNA25_P19_M09_WK9_metabat2.65	146533
RNA25_P19_M09_WK9_metabat2.80	31124
RNA25_P19_M09_WK9_metabat2.91	125182
RNA26_P1_M09_WK9_concoct.113	695538
RNA26_P1_M09_WK9_concoct.20	32678
RNA26_P1_M09_WK9_concoct.35	41313
RNA26_P1_M09_WK9_concoct.37_sub	46974
RNA26_P1_M09_WK9_concoct.38	163335
RNA26_P1_M09_WK9_concoct.41	28318
RNA26_P1_M09_WK9_concoct.48_sub	13404
RNA26_P1_M09_WK9_concoct.56	166352
RNA26_P1_M09_WK9_concoct.57	19989
RNA26_P1_M09_WK9_concoct.58	157577
RNA26_P1_M09_WK9_concoct.60	141394
RNA26_P1_M09_WK9_concoct.68	146514
RNA26_P1_M09_WK9_concoct.69	98667
RNA26_P1_M09_WK9_concoct.74	50667
RNA26_P1_M09_WK9_concoct.77_sub	35363
RNA26_P1_M09_WK9_concoct.78	146862
RNA26_P1_M09_WK9_concoct.7	144577
RNA26_P1_M09_WK9_concoct.82_sub	22336
RNA26_P1_M09_WK9_concoct.83	80918
RNA26_P1_M09_WK9_concoct.92_sub	22103
RNA26_P1_M09_WK9_concoct.95	136469
RNA26_P1_M09_WK9_maxbin.10	45819
RNA26_P1_M09_WK9_maxbin.11	89541
RNA26_P1_M09_WK9_maxbin.12_sub	21084
RNA26_P1_M09_WK9_maxbin.15_sub	151287
RNA26_P1_M09_WK9_maxbin.17	80557
RNA26_P1_M09_WK9_maxbin.21	9183
RNA26_P1_M09_WK9_maxbin.41	116465
RNA26_P1_M09_WK9_maxbin.54	10255
RNA26_P1_M09_WK9_metabat2.12	31127
RNA26_P1_M09_WK9_metabat2.16_sub	105046
RNA26_P1_M09_WK9_metabat2.47	8242
RNA26_P1_M09_WK9_metabat2.4_sub	123566
RNA26_P1_M09_WK9_metabat2.65	56766
RNA26_P1_M09_WK9_metabat2.80	14204
RNA26_P1_M09_WK9_metabat2.91	52834
RNA27_P33_M09_WK9_concoct.113	867480
RNA27_P33_M09_WK9_concoct.20	239519
RNA27_P33_M09_WK9_concoct.35	91694
RNA27_P33_M09_WK9_concoct.37_sub	83617
RNA27_P33_M09_WK9_concoct.38	423172
RNA27_P33_M09_WK9_concoct.41	27989
RNA27_P33_M09_WK9_concoct.48_sub	67949
RNA27_P33_M09_WK9_concoct.56	301772
RNA27_P33_M09_WK9_concoct.57	36524
RNA27_P33_M09_WK9_concoct.58	293731
RNA27_P33_M09_WK9_concoct.60	386561
RNA27_P33_M09_WK9_concoct.68	261813
RNA27_P33_M09_WK9_concoct.69	205521
RNA27_P33_M09_WK9_concoct.74	90055
RNA27_P33_M09_WK9_concoct.77_sub	50257
RNA27_P33_M09_WK9_concoct.78	258703
RNA27_P33_M09_WK9_concoct.7	268543
RNA27_P33_M09_WK9_concoct.82_sub	92346
RNA27_P33_M09_WK9_concoct.83	179008
RNA27_P33_M09_WK9_concoct.92_sub	43914
RNA27_P33_M09_WK9_concoct.95	249659
RNA27_P33_M09_WK9_maxbin.10	63852
RNA27_P33_M09_WK9_maxbin.11	314590
RNA27_P33_M09_WK9_maxbin.12_sub	47672
RNA27_P33_M09_WK9_maxbin.15_sub	264440
RNA27_P33_M09_WK9_maxbin.17	493356
RNA27_P33_M09_WK9_maxbin.21	17291
RNA27_P33_M09_WK9_maxbin.41	248630
RNA27_P33_M09_WK9_maxbin.54	13911
RNA27_P33_M09_WK9_metabat2.12	158431
RNA27_P33_M09_WK9_metabat2.16_sub	230356
RNA27_P33_M09_WK9_metabat2.47	19529
RNA27_P33_M09_WK9_metabat2.4_sub	301570
RNA27_P33_M09_WK9_metabat2.65	147704
RNA27_P33_M09_WK9_metabat2.80	70045
RNA27_P33_M09_WK9_metabat2.91	147651
RNA2_P3_M01_WK1_concoct.113	104140
RNA2_P3_M01_WK1_concoct.20	32354
RNA2_P3_M01_WK1_concoct.35	142318
RNA2_P3_M01_WK1_concoct.37_sub	67905
RNA2_P3_M01_WK1_concoct.38	354846
RNA2_P3_M01_WK1_concoct.41	583738
RNA2_P3_M01_WK1_concoct.48_sub	43671
RNA2_P3_M01_WK1_concoct.56	408631
RNA2_P3_M01_WK1_concoct.57	23576
RNA2_P3_M01_WK1_concoct.58	148335
RNA2_P3_M01_WK1_concoct.60	139674
RNA2_P3_M01_WK1_concoct.68	173924
RNA2_P3_M01_WK1_concoct.69	178127
RNA2_P3_M01_WK1_concoct.74	139112
RNA2_P3_M01_WK1_concoct.77_sub	70527
RNA2_P3_M01_WK1_concoct.78	144939
RNA2_P3_M01_WK1_concoct.7	230889
RNA2_P3_M01_WK1_concoct.82_sub	38632
RNA2_P3_M01_WK1_concoct.83	102165
RNA2_P3_M01_WK1_concoct.92_sub	60617
RNA2_P3_M01_WK1_concoct.95	203242
RNA2_P3_M01_WK1_maxbin.10	49933
RNA2_P3_M01_WK1_maxbin.11	101098
RNA2_P3_M01_WK1_maxbin.12_sub	72409
RNA2_P3_M01_WK1_maxbin.15_sub	125357
RNA2_P3_M01_WK1_maxbin.17	65365
RNA2_P3_M01_WK1_maxbin.21	14705
RNA2_P3_M01_WK1_maxbin.41	203146
RNA2_P3_M01_WK1_maxbin.54	176692
RNA2_P3_M01_WK1_metabat2.12	43960
RNA2_P3_M01_WK1_metabat2.16_sub	112158
RNA2_P3_M01_WK1_metabat2.47	22420
RNA2_P3_M01_WK1_metabat2.4_sub	232339
RNA2_P3_M01_WK1_metabat2.65	59948
RNA2_P3_M01_WK1_metabat2.80	26801
RNA2_P3_M01_WK1_metabat2.91	29917
RNA3_P13_M01_WK1_concoct.113	129318
RNA3_P13_M01_WK1_concoct.20	23385
RNA3_P13_M01_WK1_concoct.35	234694
RNA3_P13_M01_WK1_concoct.37_sub	95090
RNA3_P13_M01_WK1_concoct.38	407961
RNA3_P13_M01_WK1_concoct.41	287448
RNA3_P13_M01_WK1_concoct.48_sub	28335
RNA3_P13_M01_WK1_concoct.56	856427
RNA3_P13_M01_WK1_concoct.57	19749
RNA3_P13_M01_WK1_concoct.58	174877
RNA3_P13_M01_WK1_concoct.60	164039
RNA3_P13_M01_WK1_concoct.68	282618
RNA3_P13_M01_WK1_concoct.69	260076
RNA3_P13_M01_WK1_concoct.74	168620
RNA3_P13_M01_WK1_concoct.77_sub	42706
RNA3_P13_M01_WK1_concoct.78	183477
RNA3_P13_M01_WK1_concoct.7	355614
RNA3_P13_M01_WK1_concoct.82_sub	26108
RNA3_P13_M01_WK1_concoct.83	104376
RNA3_P13_M01_WK1_concoct.92_sub	35697
RNA3_P13_M01_WK1_concoct.95	311962
RNA3_P13_M01_WK1_maxbin.10	30315
RNA3_P13_M01_WK1_maxbin.11	101578
RNA3_P13_M01_WK1_maxbin.12_sub	127618
RNA3_P13_M01_WK1_maxbin.15_sub	159293
RNA3_P13_M01_WK1_maxbin.17	72302
RNA3_P13_M01_WK1_maxbin.21	15866
RNA3_P13_M01_WK1_maxbin.41	322705
RNA3_P13_M01_WK1_maxbin.54	86312
RNA3_P13_M01_WK1_metabat2.12	39321
RNA3_P13_M01_WK1_metabat2.16_sub	129329
RNA3_P13_M01_WK1_metabat2.47	16438
RNA3_P13_M01_WK1_metabat2.4_sub	352942
RNA3_P13_M01_WK1_metabat2.65	69857
RNA3_P13_M01_WK1_metabat2.80	24048
RNA3_P13_M01_WK1_metabat2.91	31669
RNA4_P43_M01_WK4_concoct.113	385074
RNA4_P43_M01_WK4_concoct.20	137870
RNA4_P43_M01_WK4_concoct.35	243537
RNA4_P43_M01_WK4_concoct.37_sub	309030
RNA4_P43_M01_WK4_concoct.38	1427428
RNA4_P43_M01_WK4_concoct.41	178694
RNA4_P43_M01_WK4_concoct.48_sub	101528
RNA4_P43_M01_WK4_concoct.56	1090754
RNA4_P43_M01_WK4_concoct.57	32293
RNA4_P43_M01_WK4_concoct.58	551352
RNA4_P43_M01_WK4_concoct.60	510207
RNA4_P43_M01_WK4_concoct.68	1516711
RNA4_P43_M01_WK4_concoct.69	958947
RNA4_P43_M01_WK4_concoct.74	234514
RNA4_P43_M01_WK4_concoct.77_sub	73870
RNA4_P43_M01_WK4_concoct.78	522878
RNA4_P43_M01_WK4_concoct.7	951910
RNA4_P43_M01_WK4_concoct.82_sub	83751
RNA4_P43_M01_WK4_concoct.83	387900
RNA4_P43_M01_WK4_concoct.92_sub	69244
RNA4_P43_M01_WK4_concoct.95	830800
RNA4_P43_M01_WK4_maxbin.10	165889
RNA4_P43_M01_WK4_maxbin.11	457567
RNA4_P43_M01_WK4_maxbin.12_sub	137506
RNA4_P43_M01_WK4_maxbin.15_sub	496913
RNA4_P43_M01_WK4_maxbin.17	429841
RNA4_P43_M01_WK4_maxbin.21	47293
RNA4_P43_M01_WK4_maxbin.41	839327
RNA4_P43_M01_WK4_maxbin.54	66654
RNA4_P43_M01_WK4_metabat2.12	64690
RNA4_P43_M01_WK4_metabat2.16_sub	408114
RNA4_P43_M01_WK4_metabat2.47	37947
RNA4_P43_M01_WK4_metabat2.4_sub	996846
RNA4_P43_M01_WK4_metabat2.65	253772
RNA4_P43_M01_WK4_metabat2.80	167754
RNA4_P43_M01_WK4_metabat2.91	171862
RNA5_P3_M01_WK4_concoct.113	8846
RNA5_P3_M01_WK4_concoct.20	4930
RNA5_P3_M01_WK4_concoct.35	4614
RNA5_P3_M01_WK4_concoct.37_sub	9064
RNA5_P3_M01_WK4_concoct.38	36336
RNA5_P3_M01_WK4_concoct.41	2144
RNA5_P3_M01_WK4_concoct.48_sub	4990
RNA5_P3_M01_WK4_concoct.56	32483
RNA5_P3_M01_WK4_concoct.57	1452
RNA5_P3_M01_WK4_concoct.58	12813
RNA5_P3_M01_WK4_concoct.60	11522
RNA5_P3_M01_WK4_concoct.68	49635
RNA5_P3_M01_WK4_concoct.69	25758
RNA5_P3_M01_WK4_concoct.74	5069
RNA5_P3_M01_WK4_concoct.77_sub	2237
RNA5_P3_M01_WK4_concoct.78	11773
RNA5_P3_M01_WK4_concoct.7	22766
RNA5_P3_M01_WK4_concoct.82_sub	3280
RNA5_P3_M01_WK4_concoct.83	6508
RNA5_P3_M01_WK4_concoct.92_sub	3102
RNA5_P3_M01_WK4_concoct.95	16669
RNA5_P3_M01_WK4_maxbin.10	1848
RNA5_P3_M01_WK4_maxbin.11	9168
RNA5_P3_M01_WK4_maxbin.12_sub	2150
RNA5_P3_M01_WK4_maxbin.15_sub	11034
RNA5_P3_M01_WK4_maxbin.17	8301
RNA5_P3_M01_WK4_maxbin.21	996
RNA5_P3_M01_WK4_maxbin.41	22035
RNA5_P3_M01_WK4_maxbin.54	1041
RNA5_P3_M01_WK4_metabat2.12	1777
RNA5_P3_M01_WK4_metabat2.16_sub	8530
RNA5_P3_M01_WK4_metabat2.47	1511
RNA5_P3_M01_WK4_metabat2.4_sub	27176
RNA5_P3_M01_WK4_metabat2.65	5273
RNA5_P3_M01_WK4_metabat2.80	5051
RNA5_P3_M01_WK4_metabat2.91	3363
RNA6_P13_M01_WK4_concoct.113	155358
RNA6_P13_M01_WK4_concoct.20	88964
RNA6_P13_M01_WK4_concoct.35	136891
RNA6_P13_M01_WK4_concoct.37_sub	178517
RNA6_P13_M01_WK4_concoct.38	603979
RNA6_P13_M01_WK4_concoct.41	100158
RNA6_P13_M01_WK4_concoct.48_sub	39075
RNA6_P13_M01_WK4_concoct.56	444199
RNA6_P13_M01_WK4_concoct.57	34315
RNA6_P13_M01_WK4_concoct.58	185944
RNA6_P13_M01_WK4_concoct.60	176010
RNA6_P13_M01_WK4_concoct.68	520433
RNA6_P13_M01_WK4_concoct.69	826009
RNA6_P13_M01_WK4_concoct.74	124870
RNA6_P13_M01_WK4_concoct.77_sub	42400
RNA6_P13_M01_WK4_concoct.78	180419
RNA6_P13_M01_WK4_concoct.7	375109
RNA6_P13_M01_WK4_concoct.82_sub	42662
RNA6_P13_M01_WK4_concoct.83	112543
RNA6_P13_M01_WK4_concoct.92_sub	38798
RNA6_P13_M01_WK4_concoct.95	308118
RNA6_P13_M01_WK4_maxbin.10	295554
RNA6_P13_M01_WK4_maxbin.11	135712
RNA6_P13_M01_WK4_maxbin.12_sub	114721
RNA6_P13_M01_WK4_maxbin.15_sub	169084
RNA6_P13_M01_WK4_maxbin.17	95868
RNA6_P13_M01_WK4_maxbin.21	26370
RNA6_P13_M01_WK4_maxbin.41	413498
RNA6_P13_M01_WK4_maxbin.54	35853
RNA6_P13_M01_WK4_metabat2.12	48421
RNA6_P13_M01_WK4_metabat2.16_sub	136399
RNA6_P13_M01_WK4_metabat2.47	17749
RNA6_P13_M01_WK4_metabat2.4_sub	479384
RNA6_P13_M01_WK4_metabat2.65	84219
RNA6_P13_M01_WK4_metabat2.80	59352
RNA6_P13_M01_WK4_metabat2.91	47439
RNA7_P43_M01_WK9_concoct.113	320858
RNA7_P43_M01_WK9_concoct.20	98233
RNA7_P43_M01_WK9_concoct.35	118590
RNA7_P43_M01_WK9_concoct.37_sub	204336
RNA7_P43_M01_WK9_concoct.38	907694
RNA7_P43_M01_WK9_concoct.41	76449
RNA7_P43_M01_WK9_concoct.48_sub	41384
RNA7_P43_M01_WK9_concoct.56	617305
RNA7_P43_M01_WK9_concoct.57	32607
RNA7_P43_M01_WK9_concoct.58	291614
RNA7_P43_M01_WK9_concoct.60	342265
RNA7_P43_M01_WK9_concoct.68	810588
RNA7_P43_M01_WK9_concoct.69	967000
RNA7_P43_M01_WK9_concoct.74	128624
RNA7_P43_M01_WK9_concoct.77_sub	40334
RNA7_P43_M01_WK9_concoct.78	281466
RNA7_P43_M01_WK9_concoct.7	528653
RNA7_P43_M01_WK9_concoct.82_sub	114788
RNA7_P43_M01_WK9_concoct.83	187023
RNA7_P43_M01_WK9_concoct.92_sub	36346
RNA7_P43_M01_WK9_concoct.95	433971
RNA7_P43_M01_WK9_maxbin.10	267410
RNA7_P43_M01_WK9_maxbin.11	259761
RNA7_P43_M01_WK9_maxbin.12_sub	124101
RNA7_P43_M01_WK9_maxbin.15_sub	292997
RNA7_P43_M01_WK9_maxbin.17	209515
RNA7_P43_M01_WK9_maxbin.21	36741
RNA7_P43_M01_WK9_maxbin.41	655740
RNA7_P43_M01_WK9_maxbin.54	25985
RNA7_P43_M01_WK9_metabat2.12	72490
RNA7_P43_M01_WK9_metabat2.16_sub	220526
RNA7_P43_M01_WK9_metabat2.47	20004
RNA7_P43_M01_WK9_metabat2.4_sub	897292
RNA7_P43_M01_WK9_metabat2.65	130051
RNA7_P43_M01_WK9_metabat2.80	60042
RNA7_P43_M01_WK9_metabat2.91	87704
RNA8_P3_M01_WK9_concoct.113	122390
RNA8_P3_M01_WK9_concoct.20	269364
RNA8_P3_M01_WK9_concoct.35	63794
RNA8_P3_M01_WK9_concoct.37_sub	107955
RNA8_P3_M01_WK9_concoct.38	523670
RNA8_P3_M01_WK9_concoct.41	18044
RNA8_P3_M01_WK9_concoct.48_sub	30239
RNA8_P3_M01_WK9_concoct.56	465585
RNA8_P3_M01_WK9_concoct.57	41315
RNA8_P3_M01_WK9_concoct.58	197361
RNA8_P3_M01_WK9_concoct.60	266480
RNA8_P3_M01_WK9_concoct.68	519660
RNA8_P3_M01_WK9_concoct.69	346254
RNA8_P3_M01_WK9_concoct.74	79975
RNA8_P3_M01_WK9_concoct.77_sub	56713
RNA8_P3_M01_WK9_concoct.78	197574
RNA8_P3_M01_WK9_concoct.7	326787
RNA8_P3_M01_WK9_concoct.82_sub	44017
RNA8_P3_M01_WK9_concoct.83	94706
RNA8_P3_M01_WK9_concoct.92_sub	48919
RNA8_P3_M01_WK9_concoct.95	274590
RNA8_P3_M01_WK9_maxbin.10	44463
RNA8_P3_M01_WK9_maxbin.11	150348
RNA8_P3_M01_WK9_maxbin.12_sub	39699
RNA8_P3_M01_WK9_maxbin.15_sub	206419
RNA8_P3_M01_WK9_maxbin.17	117662
RNA8_P3_M01_WK9_maxbin.21	15799
RNA8_P3_M01_WK9_maxbin.41	336867
RNA8_P3_M01_WK9_maxbin.54	10972
RNA8_P3_M01_WK9_metabat2.12	85642
RNA8_P3_M01_WK9_metabat2.16_sub	140761
RNA8_P3_M01_WK9_metabat2.47	14305
RNA8_P3_M01_WK9_metabat2.4_sub	445791
RNA8_P3_M01_WK9_metabat2.65	82406
RNA8_P3_M01_WK9_metabat2.80	43584
RNA8_P3_M01_WK9_metabat2.91	42433
RNA9_P13_M01_WK9_concoct.113	6421
RNA9_P13_M01_WK9_concoct.20	4647
RNA9_P13_M01_WK9_concoct.35	1463
RNA9_P13_M01_WK9_concoct.37_sub	2234
RNA9_P13_M01_WK9_concoct.38	7283
RNA9_P13_M01_WK9_concoct.41	591
RNA9_P13_M01_WK9_concoct.48_sub	776
RNA9_P13_M01_WK9_concoct.56	6220
RNA9_P13_M01_WK9_concoct.57	600
RNA9_P13_M01_WK9_concoct.58	3557
RNA9_P13_M01_WK9_concoct.60	3322
RNA9_P13_M01_WK9_concoct.68	7917
RNA9_P13_M01_WK9_concoct.69	9173
RNA9_P13_M01_WK9_concoct.74	1669
RNA9_P13_M01_WK9_concoct.77_sub	1129
RNA9_P13_M01_WK9_concoct.78	3337
RNA9_P13_M01_WK9_concoct.7	5191
RNA9_P13_M01_WK9_concoct.82_sub	1092
RNA9_P13_M01_WK9_concoct.83	2048
RNA9_P13_M01_WK9_concoct.92_sub	791
RNA9_P13_M01_WK9_concoct.95	4649
RNA9_P13_M01_WK9_maxbin.10	3850
RNA9_P13_M01_WK9_maxbin.11	2916
RNA9_P13_M01_WK9_maxbin.12_sub	1381
RNA9_P13_M01_WK9_maxbin.15_sub	3251
RNA9_P13_M01_WK9_maxbin.17	2013
RNA9_P13_M01_WK9_maxbin.21	407
RNA9_P13_M01_WK9_maxbin.41	5382
RNA9_P13_M01_WK9_maxbin.54	384
RNA9_P13_M01_WK9_metabat2.12	967
RNA9_P13_M01_WK9_metabat2.16_sub	2511
RNA9_P13_M01_WK9_metabat2.47	348
RNA9_P13_M01_WK9_metabat2.4_sub	6352
RNA9_P13_M01_WK9_metabat2.65	1569
RNA9_P13_M01_WK9_metabat2.80	1424
RNA9_P13_M01_WK9_metabat2.91	906
