Sample	MappedReadCount
DNA26_P1_M09_WK9_concoct.60_modified_drep_counts	309738
DNA26_P1_M09_WK9_concoct.68_modified_drep_counts	262522
DNA26_P1_M09_WK9_concoct.69_modified_drep_counts	156678
DNA26_P1_M09_WK9_concoct.74_modified_drep_counts	115632
DNA26_P1_M09_WK9_concoct.77_sub_modified_drep_counts	57096
DNA26_P1_M09_WK9_concoct.78_modified_drep_counts	293268
DNA26_P1_M09_WK9_concoct.7_modified_drep_counts	317193
DNA26_P1_M09_WK9_concoct.82_sub_modified_drep_counts	24401
DNA26_P1_M09_WK9_concoct.83_modified_drep_counts	115644
DNA26_P1_M09_WK9_concoct.92_sub_modified_drep_counts	61598
DNA26_P1_M09_WK9_concoct.95_modified_drep_counts	271023
DNA26_P1_M09_WK9_maxbin.10_modified_drep_counts	32395
DNA26_P1_M09_WK9_maxbin.11_modified_drep_counts	223202
DNA26_P1_M09_WK9_maxbin.12_sub_modified_drep_counts	18810
DNA26_P1_M09_WK9_maxbin.15_sub_modified_drep_counts	386140
DNA26_P1_M09_WK9_maxbin.17_modified_drep_counts	178875
DNA26_P1_M09_WK9_maxbin.21_modified_drep_counts	18003
DNA26_P1_M09_WK9_maxbin.41_modified_drep_counts	243675
DNA26_P1_M09_WK9_maxbin.54_modified_drep_counts	13799
DNA26_P1_M09_WK9_metabat2.12_modified_drep_counts	26976
DNA26_P1_M09_WK9_metabat2.16_sub_modified_drep_counts	194163
DNA26_P1_M09_WK9_metabat2.47_modified_drep_counts	12299
DNA26_P1_M09_WK9_metabat2.4_sub_modified_drep_counts	280137
DNA26_P1_M09_WK9_metabat2.65_modified_drep_counts	98185
DNA26_P1_M09_WK9_metabat2.80_modified_drep_counts	27011
DNA26_P1_M09_WK9_metabat2.91_modified_drep_counts	128826
DNA27_P33_M09_WK9_concoct.113_modified_drep_counts	888425
DNA27_P33_M09_WK9_concoct.20_modified_drep_counts	313517
DNA27_P33_M09_WK9_concoct.35_modified_drep_counts	81593
DNA27_P33_M09_WK9_concoct.37_sub_modified_drep_counts	116268
DNA27_P33_M09_WK9_concoct.38_modified_drep_counts	1162070
DNA27_P33_M09_WK9_concoct.41_modified_drep_counts	34202
DNA27_P33_M09_WK9_concoct.48_sub_modified_drep_counts	120065
DNA27_P33_M09_WK9_concoct.56_modified_drep_counts	765107
DNA27_P33_M09_WK9_concoct.57_modified_drep_counts	41660
DNA27_P33_M09_WK9_concoct.58_modified_drep_counts	538402
DNA27_P33_M09_WK9_concoct.60_modified_drep_counts	723865
DNA27_P33_M09_WK9_concoct.68_modified_drep_counts	496131
DNA27_P33_M09_WK9_concoct.69_modified_drep_counts	311913
DNA27_P33_M09_WK9_concoct.74_modified_drep_counts	137786
DNA27_P33_M09_WK9_concoct.77_sub_modified_drep_counts	141558
DNA27_P33_M09_WK9_concoct.78_modified_drep_counts	508009
DNA27_P33_M09_WK9_concoct.7_modified_drep_counts	700570
DNA27_P33_M09_WK9_concoct.82_sub_modified_drep_counts	134332
DNA27_P33_M09_WK9_concoct.83_modified_drep_counts	299559
DNA27_P33_M09_WK9_concoct.92_sub_modified_drep_counts	102228
DNA27_P33_M09_WK9_concoct.95_modified_drep_counts	451151
DNA27_P33_M09_WK9_maxbin.10_modified_drep_counts	30553
DNA27_P33_M09_WK9_maxbin.11_modified_drep_counts	549900
DNA27_P33_M09_WK9_maxbin.12_sub_modified_drep_counts	28116
DNA27_P33_M09_WK9_maxbin.15_sub_modified_drep_counts	671056
DNA27_P33_M09_WK9_maxbin.17_modified_drep_counts	1238771
DNA27_P33_M09_WK9_maxbin.21_modified_drep_counts	27104
DNA27_P33_M09_WK9_maxbin.41_modified_drep_counts	564054
DNA27_P33_M09_WK9_maxbin.54_modified_drep_counts	18457
DNA27_P33_M09_WK9_metabat2.12_modified_drep_counts	134886
DNA27_P33_M09_WK9_metabat2.16_sub_modified_drep_counts	450813
DNA27_P33_M09_WK9_metabat2.47_modified_drep_counts	32367
DNA27_P33_M09_WK9_metabat2.4_sub_modified_drep_counts	780260
DNA27_P33_M09_WK9_metabat2.65_modified_drep_counts	202481
DNA27_P33_M09_WK9_metabat2.80_modified_drep_counts	158106
DNA27_P33_M09_WK9_metabat2.91_modified_drep_counts	140373
DNA2_P3_M01_WK1_concoct.113_modified_drep_counts	196921
DNA2_P3_M01_WK1_concoct.20_modified_drep_counts	201948
DNA2_P3_M01_WK1_concoct.35_modified_drep_counts	379458
DNA2_P3_M01_WK1_concoct.37_sub_modified_drep_counts	123075
DNA2_P3_M01_WK1_concoct.38_modified_drep_counts	1064246
DNA2_P3_M01_WK1_concoct.41_modified_drep_counts	2651343
DNA2_P3_M01_WK1_concoct.48_sub_modified_drep_counts	88826
DNA2_P3_M01_WK1_concoct.56_modified_drep_counts	1378780
DNA2_P3_M01_WK1_concoct.57_modified_drep_counts	72521
DNA2_P3_M01_WK1_concoct.58_modified_drep_counts	373179
DNA2_P3_M01_WK1_concoct.60_modified_drep_counts	376388
DNA2_P3_M01_WK1_concoct.68_modified_drep_counts	404041
DNA2_P3_M01_WK1_concoct.69_modified_drep_counts	448752
DNA2_P3_M01_WK1_concoct.74_modified_drep_counts	306253
DNA2_P3_M01_WK1_concoct.77_sub_modified_drep_counts	142440
DNA2_P3_M01_WK1_concoct.78_modified_drep_counts	442307
DNA2_P3_M01_WK1_concoct.7_modified_drep_counts	697695
DNA2_P3_M01_WK1_concoct.82_sub_modified_drep_counts	74640
DNA2_P3_M01_WK1_concoct.83_modified_drep_counts	229443
DNA2_P3_M01_WK1_concoct.92_sub_modified_drep_counts	107796
DNA2_P3_M01_WK1_concoct.95_modified_drep_counts	678020
DNA2_P3_M01_WK1_maxbin.10_modified_drep_counts	86193
DNA2_P3_M01_WK1_maxbin.11_modified_drep_counts	377136
DNA2_P3_M01_WK1_maxbin.12_sub_modified_drep_counts	116670
DNA2_P3_M01_WK1_maxbin.15_sub_modified_drep_counts	415071
DNA2_P3_M01_WK1_maxbin.17_modified_drep_counts	193216
DNA2_P3_M01_WK1_maxbin.21_modified_drep_counts	25030
DNA2_P3_M01_WK1_maxbin.41_modified_drep_counts	502563
DNA2_P3_M01_WK1_maxbin.54_modified_drep_counts	298645
DNA2_P3_M01_WK1_metabat2.12_modified_drep_counts	11014
DNA2_P3_M01_WK1_metabat2.16_sub_modified_drep_counts	253572
DNA2_P3_M01_WK1_metabat2.47_modified_drep_counts	18022
DNA2_P3_M01_WK1_metabat2.4_sub_modified_drep_counts	665205
DNA2_P3_M01_WK1_metabat2.65_modified_drep_counts	127427
DNA2_P3_M01_WK1_metabat2.80_modified_drep_counts	48422
DNA2_P3_M01_WK1_metabat2.91_modified_drep_counts	68130
DNA3_P13_M01_WK1_concoct.113_modified_drep_counts	256196
DNA3_P13_M01_WK1_concoct.20_modified_drep_counts	297314
DNA3_P13_M01_WK1_concoct.35_modified_drep_counts	1386825
DNA3_P13_M01_WK1_concoct.37_sub_modified_drep_counts	160149
DNA3_P13_M01_WK1_concoct.38_modified_drep_counts	964652
DNA3_P13_M01_WK1_concoct.41_modified_drep_counts	2120170
DNA3_P13_M01_WK1_concoct.48_sub_modified_drep_counts	94249
DNA3_P13_M01_WK1_concoct.56_modified_drep_counts	2625339
DNA3_P13_M01_WK1_concoct.57_modified_drep_counts	80940
DNA3_P13_M01_WK1_concoct.58_modified_drep_counts	455525
DNA3_P13_M01_WK1_concoct.60_modified_drep_counts	455389
DNA3_P13_M01_WK1_concoct.68_modified_drep_counts	524747
DNA3_P13_M01_WK1_concoct.69_modified_drep_counts	690582
DNA3_P13_M01_WK1_concoct.74_modified_drep_counts	482364
DNA3_P13_M01_WK1_concoct.77_sub_modified_drep_counts	127306
DNA3_P13_M01_WK1_concoct.78_modified_drep_counts	582448
DNA3_P13_M01_WK1_concoct.7_modified_drep_counts	873959
DNA3_P13_M01_WK1_concoct.82_sub_modified_drep_counts	81876
DNA3_P13_M01_WK1_concoct.83_modified_drep_counts	260673
DNA3_P13_M01_WK1_concoct.92_sub_modified_drep_counts	103617
DNA3_P13_M01_WK1_concoct.95_modified_drep_counts	1327844
DNA3_P13_M01_WK1_maxbin.10_modified_drep_counts	73637
DNA3_P13_M01_WK1_maxbin.11_modified_drep_counts	439705
DNA3_P13_M01_WK1_maxbin.12_sub_modified_drep_counts	294462
DNA3_P13_M01_WK1_maxbin.15_sub_modified_drep_counts	518595
DNA3_P13_M01_WK1_maxbin.17_modified_drep_counts	223363
DNA3_P13_M01_WK1_maxbin.21_modified_drep_counts	34298
DNA3_P13_M01_WK1_maxbin.41_modified_drep_counts	630116
DNA3_P13_M01_WK1_maxbin.54_modified_drep_counts	275573
DNA3_P13_M01_WK1_metabat2.12_modified_drep_counts	22833
DNA3_P13_M01_WK1_metabat2.16_sub_modified_drep_counts	324754
DNA3_P13_M01_WK1_metabat2.47_modified_drep_counts	14107
DNA3_P13_M01_WK1_metabat2.4_sub_modified_drep_counts	856469
DNA3_P13_M01_WK1_metabat2.65_modified_drep_counts	155715
DNA3_P13_M01_WK1_metabat2.80_modified_drep_counts	51890
DNA3_P13_M01_WK1_metabat2.91_modified_drep_counts	81059
DNA7_P43_M01_WK9_concoct.113_modified_drep_counts	622315
DNA7_P43_M01_WK9_concoct.20_modified_drep_counts	249041
DNA7_P43_M01_WK9_concoct.35_modified_drep_counts	156344
DNA7_P43_M01_WK9_concoct.37_sub_modified_drep_counts	237131
DNA7_P43_M01_WK9_concoct.38_modified_drep_counts	2341430
DNA7_P43_M01_WK9_concoct.41_modified_drep_counts	625928
DNA7_P43_M01_WK9_concoct.48_sub_modified_drep_counts	93912
DNA7_P43_M01_WK9_concoct.56_modified_drep_counts	1463258
DNA7_P43_M01_WK9_concoct.57_modified_drep_counts	122711
DNA7_P43_M01_WK9_concoct.58_modified_drep_counts	591751
DNA7_P43_M01_WK9_concoct.60_modified_drep_counts	743487
DNA7_P43_M01_WK9_concoct.68_modified_drep_counts	1632044
DNA7_P43_M01_WK9_concoct.69_modified_drep_counts	1653740
DNA7_P43_M01_WK9_concoct.74_modified_drep_counts	240564
DNA7_P43_M01_WK9_concoct.77_sub_modified_drep_counts	84165
DNA7_P43_M01_WK9_concoct.78_modified_drep_counts	607508
DNA7_P43_M01_WK9_concoct.7_modified_drep_counts	1193492
DNA7_P43_M01_WK9_concoct.82_sub_modified_drep_counts	510974
DNA7_P43_M01_WK9_concoct.83_modified_drep_counts	387584
DNA7_P43_M01_WK9_concoct.92_sub_modified_drep_counts	90921
DNA7_P43_M01_WK9_concoct.95_modified_drep_counts	921233
DNA7_P43_M01_WK9_maxbin.10_modified_drep_counts	323831
DNA7_P43_M01_WK9_maxbin.11_modified_drep_counts	788266
DNA7_P43_M01_WK9_maxbin.12_sub_modified_drep_counts	440420
DNA7_P43_M01_WK9_maxbin.15_sub_modified_drep_counts	999544
DNA7_P43_M01_WK9_maxbin.17_modified_drep_counts	535608
DNA7_P43_M01_WK9_maxbin.21_modified_drep_counts	158223
DNA7_P43_M01_WK9_maxbin.41_modified_drep_counts	1496220
DNA7_P43_M01_WK9_maxbin.54_modified_drep_counts	60329
DNA7_P43_M01_WK9_metabat2.12_modified_drep.bam.tmp.0000_counts	10662
DNA7_P43_M01_WK9_metabat2.12_modified_drep.bam.tmp.0001_counts	10531
DNA7_P43_M01_WK9_metabat2.12_modified_drep_counts	54461
DNA7_P43_M01_WK9_metabat2.16_sub_modified_drep_counts	436818
DNA7_P43_M01_WK9_metabat2.47_modified_drep_counts	8116
DNA7_P43_M01_WK9_metabat2.4_sub_modified_drep_counts	2579974
DNA7_P43_M01_WK9_metabat2.65_modified_drep_counts	217321
DNA7_P43_M01_WK9_metabat2.80_modified_drep_counts	199635
DNA7_P43_M01_WK9_metabat2.91_modified_drep_counts	133617
DNA8_P3_M01_WK9_concoct.113_modified_drep_counts	265144
DNA8_P3_M01_WK9_concoct.20_modified_drep_counts	534673
DNA8_P3_M01_WK9_concoct.35_modified_drep_counts	135606
DNA8_P3_M01_WK9_concoct.37_sub_modified_drep_counts	176187
DNA8_P3_M01_WK9_concoct.38_modified_drep_counts	1844904
DNA8_P3_M01_WK9_concoct.41_modified_drep_counts	77072
DNA8_P3_M01_WK9_concoct.48_sub_modified_drep_counts	87818
DNA8_P3_M01_WK9_concoct.56_modified_drep_counts	1307653
DNA8_P3_M01_WK9_concoct.57_modified_drep_counts	104337
DNA8_P3_M01_WK9_concoct.58_modified_drep_counts	526723
DNA8_P3_M01_WK9_concoct.60_modified_drep_counts	802888
DNA8_P3_M01_WK9_concoct.68_modified_drep_counts	1293777
DNA8_P3_M01_WK9_concoct.69_modified_drep_counts	725783
DNA8_P3_M01_WK9_concoct.74_modified_drep_counts	212876
DNA8_P3_M01_WK9_concoct.77_sub_modified_drep_counts	231921
DNA8_P3_M01_WK9_concoct.78_modified_drep_counts	550688
DNA8_P3_M01_WK9_concoct.7_modified_drep_counts	893312
DNA8_P3_M01_WK9_concoct.82_sub_modified_drep_counts	89763
DNA8_P3_M01_WK9_concoct.83_modified_drep_counts	265308
DNA8_P3_M01_WK9_concoct.92_sub_modified_drep_counts	210910
DNA8_P3_M01_WK9_concoct.95_modified_drep_counts	702933
DNA8_P3_M01_WK9_maxbin.10_modified_drep_counts	49531
DNA8_P3_M01_WK9_maxbin.11_modified_drep_counts	622988
DNA8_P3_M01_WK9_maxbin.12_sub_modified_drep_counts	88055
DNA8_P3_M01_WK9_maxbin.15_sub_modified_drep_counts	822595
DNA8_P3_M01_WK9_maxbin.17_modified_drep_counts	367231
DNA8_P3_M01_WK9_maxbin.21_modified_drep_counts	98660
DNA8_P3_M01_WK9_maxbin.41_modified_drep_counts	927790
DNA8_P3_M01_WK9_maxbin.54_modified_drep_counts	24284
DNA8_P3_M01_WK9_metabat2.12_modified_drep_counts	72607
DNA8_P3_M01_WK9_metabat2.16_sub_modified_drep_counts	374021
DNA8_P3_M01_WK9_metabat2.47_modified_drep_counts	37870
DNA8_P3_M01_WK9_metabat2.4_sub_modified_drep_counts	1461959
DNA8_P3_M01_WK9_metabat2.65_modified_drep_counts	192683
DNA8_P3_M01_WK9_metabat2.80_modified_drep_counts	141445
DNA8_P3_M01_WK9_metabat2.91_modified_drep_counts	98028
DNA9_P13_M01_WK9_concoct.113_modified_drep_counts	1881431
DNA9_P13_M01_WK9_concoct.20_modified_drep_counts	874384
DNA9_P13_M01_WK9_concoct.35_modified_drep_counts	275766
DNA9_P13_M01_WK9_concoct.37_sub_modified_drep_counts	263419
DNA9_P13_M01_WK9_concoct.38_modified_drep_counts	1896728
DNA9_P13_M01_WK9_concoct.41_modified_drep_counts	263715
DNA9_P13_M01_WK9_concoct.48_sub_modified_drep_counts	168264
DNA9_P13_M01_WK9_concoct.56_modified_drep_counts	1334798
DNA9_P13_M01_WK9_concoct.57_modified_drep_counts	161111
DNA9_P13_M01_WK9_concoct.58_modified_drep_counts	586058
DNA9_P13_M01_WK9_concoct.60_modified_drep_counts	635945
DNA9_P13_M01_WK9_concoct.68_modified_drep_counts	1631560
DNA9_P13_M01_WK9_concoct.69_modified_drep_counts	1888998
DNA9_P13_M01_WK9_concoct.74_modified_drep_counts	285015
DNA9_P13_M01_WK9_concoct.77_sub_modified_drep_counts	299098
DNA9_P13_M01_WK9_concoct.78_modified_drep_counts	608222
DNA9_P13_M01_WK9_concoct.7_modified_drep_counts	1081934
DNA9_P13_M01_WK9_concoct.82_sub_modified_drep_counts	130583
DNA9_P13_M01_WK9_concoct.83_modified_drep_counts	340377
DNA9_P13_M01_WK9_concoct.92_sub_modified_drep_counts	128287
DNA9_P13_M01_WK9_concoct.95_modified_drep_counts	828147
DNA9_P13_M01_WK9_maxbin.10_modified_drep_counts	325100
DNA9_P13_M01_WK9_maxbin.11_modified_drep_counts	690094
DNA9_P13_M01_WK9_maxbin.12_sub_modified_drep_counts	437940
DNA9_P13_M01_WK9_maxbin.15_sub_modified_drep_counts	794528
DNA9_P13_M01_WK9_maxbin.17_modified_drep_counts	402460
DNA9_P13_M01_WK9_maxbin.21_modified_drep_counts	109874
DNA9_P13_M01_WK9_maxbin.41_modified_drep_counts	1211789
DNA9_P13_M01_WK9_maxbin.54_modified_drep_counts	47755
DNA9_P13_M01_WK9_metabat2.12_modified_drep_counts	9365
DNA9_P13_M01_WK9_metabat2.16_sub_modified_drep_counts	421632
DNA9_P13_M01_WK9_metabat2.47_modified_drep_counts	10939
DNA9_P13_M01_WK9_metabat2.4_sub_modified_drep_counts	1927423
DNA9_P13_M01_WK9_metabat2.65_modified_drep_counts	208627
DNA9_P13_M01_WK9_metabat2.80_modified_drep_counts	374153
DNA9_P13_M01_WK9_metabat2.91_modified_drep_counts	120367
mapped_read_counts	0
